     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     ,     "rms[k]"     ,     "rms[w]"     ,     "rms[c]"     ,  "Avg_Massflow"  ,    "Avg_Mach"    ,    "Avg_Temp"    ,    "Avg_Press"   ,   "Avg_Density"  ,  "Avg_Enthalpy"  ,  "Avg_NormalVel" ,   "Uniformity"   ,"Secondary_Strength","Momentum_Distortion","Secondary_Over_Uniformity",  "Avg_TotalTemp" , "Avg_TotalPress" ,  "Pressure_Drop" ,     "Avg_CO"     ,     "Avg_NOx"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      , "Custom_ObjFunc" 
      -4.561189409,      -4.354279579,      -4.290380175,       0.907938189,       -6.98138229,      -3.144852575,      -4.854349674,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.723201541,      -4.432440153,      -4.455589089,      0.7459260569,      -6.897840063,      -3.051529573,      -4.949037942,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.789878168,      -4.487273877,      -4.539226728,      0.6792494292,      -6.872815011,      -3.018174329,      -4.983184496,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.752089386,      -4.529399713,      -4.498623825,      0.7170382115,      -6.890191315,       -3.03187558,      -4.995996461,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.715329051,      -4.576617338,      -4.449566768,      0.7537985467,      -6.909351378,      -3.052180073,      -5.001995557,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.676745663,      -4.609695868,       -4.39973544,      0.7923819345,      -6.914507701,      -3.059033977,      -4.966631272,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.620325099,      -4.585688181,       -4.33519658,       0.848802499,      -6.919349373,       -3.06278854,      -4.943469771,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.568706791,      -4.525407857,      -4.280736847,      0.9004208066,      -6.932117851,      -3.072578604,      -4.936613515,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
       -4.53960094,      -4.478484579,      -4.249221414,      0.9295266579,      -6.949575908,      -3.087500693,      -4.916575633,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.525339601,      -4.456563934,      -4.230138139,      0.9437879962,      -6.972808567,      -3.109395966,      -4.890045453,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.511721315,      -4.448946489,      -4.210860776,      0.9574062823,      -7.011290959,      -3.146693042,      -4.880586297,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.497368273,      -4.446450684,      -4.193105243,      0.9717593246,      -7.077853611,       -3.21088639,      -4.904244269,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.491876341,      -4.450920321,      -4.187402119,      0.9772512563,      -7.187325813,      -3.316016208,       -4.97553882,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.503468463,      -4.468641188,      -4.200751354,      0.9656591342,      -7.350917518,      -3.476117142,      -5.103780154,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.533077621,      -4.501172053,      -4.232165479,      0.9360499763,      -7.514592682,      -3.662767877,      -5.234919951,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.573129322,      -4.541837742,      -4.272299365,      0.8959982757,      -7.496860089,      -3.690728332,      -5.209383775,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.609380879,      -4.575756392,      -4.308859172,      0.8597467188,      -7.407549403,      -3.600252288,       -5.12069744,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.631508396,      -4.587779571,      -4.335024051,      0.8376192015,      -7.378349591,      -3.561509181,      -5.089723187,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -4.647744566,      -4.581479363,      -4.359580655,      0.8213830319,      -7.412476001,      -3.587996113,      -5.119559707,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
