Temperature,YCH4,viscosityWilke,viscosityDavidson
293.15,0.312664,1.51758e-05,1.49342e-05
293.15,0.310958,1.51899e-05,1.49486e-05
293.15,0.309398,1.52028e-05,1.49618e-05
293.15,0.307838,1.52157e-05,1.4975e-05
293.15,0.306278,1.52286e-05,1.49883e-05
293.15,0.304718,1.52415e-05,1.50015e-05
293.15,0.303158,1.52544e-05,1.50148e-05
293.15,0.301598,1.52674e-05,1.50282e-05
293.15,0.300038,1.52804e-05,1.50415e-05
293.15,0.298478,1.52934e-05,1.50549e-05
293.15,0.296918,1.53064e-05,1.50683e-05
293.15,0.295358,1.53195e-05,1.50818e-05
293.15,0.293798,1.53326e-05,1.50952e-05
293.15,0.292238,1.53457e-05,1.51087e-05
293.15,0.290678,1.53588e-05,1.51222e-05
293.15,0.289118,1.53719e-05,1.51358e-05
293.15,0.287558,1.53851e-05,1.51494e-05
293.15,0.285998,1.53983e-05,1.5163e-05
293.15,0.284438,1.54115e-05,1.51766e-05
293.15,0.282878,1.54247e-05,1.51903e-05
293.15,0.281318,1.54379e-05,1.5204e-05
293.15,0.279758,1.54512e-05,1.52177e-05
293.15,0.278198,1.54645e-05,1.52314e-05
293.15,0.276638,1.54778e-05,1.52452e-05
293.15,0.275078,1.54911e-05,1.5259e-05
293.15,0.273518,1.55044e-05,1.52729e-05
293.15,0.271958,1.55178e-05,1.52867e-05
293.15,0.270398,1.55312e-05,1.53006e-05
293.15,0.268838,1.55446e-05,1.53145e-05
293.15,0.267278,1.55581e-05,1.53285e-05
293.15,0.265718,1.55715e-05,1.53425e-05
293.15,0.264158,1.5585e-05,1.53565e-05
293.15,0.262598,1.55985e-05,1.53705e-05
293.15,0.261038,1.5612e-05,1.53846e-05
293.15,0.259479,1.56256e-05,1.53987e-05
293.15,0.257919,1.56391e-05,1.54128e-05
293.15,0.256359,1.56527e-05,1.5427e-05
293.15,0.254799,1.56663e-05,1.54412e-05
293.15,0.253239,1.568e-05,1.54554e-05
293.15,0.251679,1.56936e-05,1.54696e-05
293.15,0.250119,1.57073e-05,1.54839e-05
293.15,0.248559,1.5721e-05,1.54982e-05
293.15,0.246999,1.57347e-05,1.55126e-05
293.15,0.245439,1.57485e-05,1.55269e-05
293.15,0.243879,1.57622e-05,1.55413e-05
293.15,0.242319,1.5776e-05,1.55558e-05
293.15,0.240759,1.57898e-05,1.55702e-05
293.15,0.239199,1.58037e-05,1.55847e-05
293.15,0.237639,1.58175e-05,1.55992e-05
293.15,0.236079,1.58314e-05,1.56138e-05
293.15,0.234519,1.58453e-05,1.56284e-05
293.15,0.232959,1.58592e-05,1.5643e-05
293.15,0.231399,1.58732e-05,1.56576e-05
293.15,0.229839,1.58871e-05,1.56723e-05
293.15,0.228279,1.59011e-05,1.5687e-05
293.15,0.226719,1.59152e-05,1.57018e-05
293.15,0.225159,1.59292e-05,1.57165e-05
293.15,0.223872,1.59408e-05,1.57287e-05
293.15,0.222619,1.59521e-05,1.57407e-05
293.15,0.221366,1.59634e-05,1.57526e-05
293.15,0.220113,1.59748e-05,1.57645e-05
293.15,0.21886,1.59861e-05,1.57765e-05
293.15,0.217607,1.59975e-05,1.57885e-05
293.15,0.216354,1.60089e-05,1.58005e-05
293.15,0.215101,1.60203e-05,1.58125e-05
293.15,0.213848,1.60317e-05,1.58246e-05
293.15,0.212595,1.60431e-05,1.58367e-05
293.15,0.211342,1.60546e-05,1.58488e-05
293.15,0.210089,1.6066e-05,1.58609e-05
293.15,0.208836,1.60775e-05,1.5873e-05
293.15,0.207583,1.6089e-05,1.58852e-05
293.15,0.20633,1.61005e-05,1.58974e-05
293.15,0.205077,1.6112e-05,1.59096e-05
293.15,0.203824,1.61236e-05,1.59218e-05
293.15,0.202571,1.61351e-05,1.5934e-05
293.15,0.201318,1.61467e-05,1.59463e-05
293.15,0.200065,1.61583e-05,1.59586e-05
293.15,0.198812,1.61699e-05,1.59709e-05
293.15,0.197559,1.61815e-05,1.59832e-05
293.15,0.196306,1.61931e-05,1.59955e-05
293.15,0.195053,1.62048e-05,1.60079e-05
293.15,0.1938,1.62164e-05,1.60203e-05
293.15,0.192547,1.62281e-05,1.60327e-05
293.15,0.191294,1.62398e-05,1.60452e-05
293.15,0.190041,1.62515e-05,1.60576e-05
293.15,0.188787,1.62632e-05,1.60701e-05
293.15,0.187535,1.6275e-05,1.60826e-05
293.15,0.186282,1.62867e-05,1.60951e-05
293.15,0.185028,1.62985e-05,1.61077e-05
293.15,0.183775,1.63103e-05,1.61202e-05
293.15,0.182523,1.63221e-05,1.61328e-05
293.15,0.181269,1.63339e-05,1.61454e-05
293.15,0.180016,1.63458e-05,1.6158e-05
293.15,0.178763,1.63576e-05,1.61707e-05
293.15,0.17751,1.63695e-05,1.61834e-05
293.15,0.176257,1.63814e-05,1.61961e-05
293.15,0.175004,1.63933e-05,1.62088e-05
293.15,0.173751,1.64052e-05,1.62215e-05
293.15,0.172498,1.64171e-05,1.62343e-05
293.15,0.171245,1.64291e-05,1.62471e-05
293.15,0.169992,1.6441e-05,1.62599e-05
293.15,0.168739,1.6453e-05,1.62727e-05
293.15,0.167486,1.6465e-05,1.62856e-05
293.15,0.166233,1.6477e-05,1.62985e-05
293.15,0.16498,1.64891e-05,1.63114e-05
293.15,0.163727,1.65011e-05,1.63243e-05
293.15,0.162474,1.65132e-05,1.63372e-05
293.15,0.161221,1.65253e-05,1.63502e-05
293.15,0.159968,1.65374e-05,1.63632e-05
293.15,0.158715,1.65495e-05,1.63762e-05
293.15,0.157462,1.65616e-05,1.63892e-05
293.15,0.156209,1.65738e-05,1.64023e-05
293.15,0.155057,1.65849e-05,1.64143e-05
293.15,0.154107,1.65942e-05,1.64243e-05
293.15,0.153158,1.66034e-05,1.64342e-05
293.15,0.152208,1.66127e-05,1.64442e-05
293.15,0.151258,1.66219e-05,1.64541e-05
293.15,0.150308,1.66312e-05,1.64641e-05
293.15,0.149358,1.66405e-05,1.64741e-05
293.15,0.148408,1.66498e-05,1.64841e-05
293.15,0.147458,1.66591e-05,1.64942e-05
293.15,0.146508,1.66684e-05,1.65042e-05
293.15,0.145558,1.66777e-05,1.65143e-05
293.15,0.144608,1.6687e-05,1.65243e-05
293.15,0.143658,1.66964e-05,1.65344e-05
293.15,0.142709,1.67057e-05,1.65445e-05
293.15,0.141759,1.67151e-05,1.65546e-05
293.15,0.140809,1.67244e-05,1.65647e-05
293.15,0.139859,1.67338e-05,1.65749e-05
293.15,0.138909,1.67432e-05,1.6585e-05
293.15,0.137959,1.67526e-05,1.65952e-05
293.15,0.137009,1.6762e-05,1.66054e-05
293.15,0.136059,1.67714e-05,1.66155e-05
293.15,0.135109,1.67808e-05,1.66257e-05
293.15,0.134159,1.67903e-05,1.6636e-05
293.15,0.13321,1.67997e-05,1.66462e-05
293.15,0.13226,1.68092e-05,1.66564e-05
293.15,0.13131,1.68186e-05,1.66667e-05
293.15,0.13036,1.68281e-05,1.6677e-05
293.15,0.12941,1.68376e-05,1.66873e-05
293.15,0.12846,1.68471e-05,1.66976e-05
293.15,0.12751,1.68566e-05,1.67079e-05
293.15,0.12656,1.68661e-05,1.67182e-05
293.15,0.12561,1.68756e-05,1.67285e-05
293.15,0.12466,1.68852e-05,1.67389e-05
293.15,0.123711,1.68947e-05,1.67493e-05
293.15,0.122761,1.69043e-05,1.67597e-05
293.15,0.121811,1.69138e-05,1.67701e-05
293.15,0.120861,1.69234e-05,1.67805e-05
293.15,0.119911,1.6933e-05,1.67909e-05
293.15,0.118961,1.69426e-05,1.68013e-05
293.15,0.118011,1.69522e-05,1.68118e-05
293.15,0.117061,1.69618e-05,1.68223e-05
293.15,0.116111,1.69715e-05,1.68327e-05
293.15,0.115161,1.69811e-05,1.68432e-05
293.15,0.114211,1.69907e-05,1.68538e-05
293.15,0.113262,1.70004e-05,1.68643e-05
293.15,0.112312,1.70101e-05,1.68748e-05
293.15,0.111362,1.70197e-05,1.68854e-05
293.15,0.110412,1.70294e-05,1.6896e-05
293.15,0.109462,1.70391e-05,1.69065e-05
293.15,0.108512,1.70488e-05,1.69171e-05
293.15,0.107562,1.70586e-05,1.69278e-05
293.15,0.106612,1.70683e-05,1.69384e-05
293.15,0.105662,1.7078e-05,1.6949e-05
293.15,0.104712,1.70878e-05,1.69597e-05
293.15,0.103763,1.70975e-05,1.69704e-05
293.15,0.102813,1.71073e-05,1.6981e-05
293.15,0.102072,1.71149e-05,1.69894e-05
293.15,0.101392,1.71219e-05,1.69971e-05
293.15,0.100711,1.7129e-05,1.70047e-05
293.15,0.10003,1.7136e-05,1.70124e-05
293.15,0.0993497,1.7143e-05,1.70201e-05
293.15,0.098669,1.71501e-05,1.70278e-05
293.15,0.0979884,1.71571e-05,1.70355e-05
293.15,0.0973078,1.71641e-05,1.70433e-05
293.15,0.0966271,1.71712e-05,1.7051e-05
293.15,0.0959465,1.71782e-05,1.70587e-05
293.15,0.0952659,1.71853e-05,1.70665e-05
293.15,0.0945853,1.71924e-05,1.70742e-05
293.15,0.0939046,1.71994e-05,1.7082e-05
293.15,0.093224,1.72065e-05,1.70897e-05
293.15,0.0925434,1.72136e-05,1.70975e-05
293.15,0.0918628,1.72207e-05,1.71053e-05
293.15,0.0911821,1.72278e-05,1.71131e-05
293.15,0.0905015,1.72349e-05,1.71209e-05
293.15,0.0898208,1.7242e-05,1.71287e-05
293.15,0.0891403,1.72491e-05,1.71365e-05
293.15,0.0884596,1.72562e-05,1.71443e-05
293.15,0.087779,1.72633e-05,1.71521e-05
293.15,0.0870983,1.72705e-05,1.716e-05
293.15,0.0864177,1.72776e-05,1.71678e-05
293.15,0.0857371,1.72847e-05,1.71757e-05
293.15,0.0850565,1.72919e-05,1.71835e-05
293.15,0.0843758,1.7299e-05,1.71914e-05
293.15,0.0836952,1.73062e-05,1.71993e-05
293.15,0.0830146,1.73134e-05,1.72071e-05
293.15,0.082334,1.73205e-05,1.7215e-05
293.15,0.0816533,1.73277e-05,1.72229e-05
293.15,0.0809727,1.73349e-05,1.72308e-05
293.15,0.0802921,1.7342e-05,1.72387e-05
293.15,0.0796115,1.73492e-05,1.72467e-05
293.15,0.0789308,1.73564e-05,1.72546e-05
293.15,0.0782502,1.73636e-05,1.72625e-05
293.15,0.0775695,1.73708e-05,1.72705e-05
293.15,0.0768889,1.7378e-05,1.72784e-05
293.15,0.0762083,1.73853e-05,1.72864e-05
293.15,0.0755277,1.73925e-05,1.72944e-05
293.15,0.074847,1.73997e-05,1.73023e-05
293.15,0.0741664,1.74069e-05,1.73103e-05
293.15,0.0734858,1.74142e-05,1.73183e-05
293.15,0.0728052,1.74214e-05,1.73263e-05
293.15,0.0721245,1.74287e-05,1.73343e-05
293.15,0.0714439,1.74359e-05,1.73423e-05
293.15,0.0707633,1.74432e-05,1.73504e-05
293.15,0.0700826,1.74505e-05,1.73584e-05
293.15,0.069402,1.74577e-05,1.73664e-05
293.15,0.0687214,1.7465e-05,1.73745e-05
293.15,0.0680408,1.74723e-05,1.73825e-05
293.15,0.0673601,1.74796e-05,1.73906e-05
293.15,0.0666795,1.74869e-05,1.73987e-05
293.15,0.0659989,1.74942e-05,1.74067e-05
293.15,0.0653183,1.75015e-05,1.74148e-05
293.15,0.0646869,1.75083e-05,1.74223e-05
293.15,0.0642282,1.75132e-05,1.74278e-05
293.15,0.0637695,1.75181e-05,1.74333e-05
293.15,0.0633108,1.75231e-05,1.74387e-05
293.15,0.0628521,1.7528e-05,1.74442e-05
293.15,0.0623933,1.75329e-05,1.74497e-05
293.15,0.0619346,1.75379e-05,1.74551e-05
293.15,0.0614759,1.75428e-05,1.74606e-05
293.15,0.0610172,1.75478e-05,1.74661e-05
293.15,0.0605585,1.75527e-05,1.74716e-05
293.15,0.0600998,1.75577e-05,1.74771e-05
293.15,0.059641,1.75626e-05,1.74826e-05
293.15,0.0591823,1.75676e-05,1.74881e-05
293.15,0.0587236,1.75726e-05,1.74936e-05
293.15,0.0582649,1.75775e-05,1.74991e-05
293.15,0.0578062,1.75825e-05,1.75046e-05
293.15,0.0573475,1.75875e-05,1.75101e-05
293.15,0.0568888,1.75924e-05,1.75157e-05
293.15,0.05643,1.75974e-05,1.75212e-05
293.15,0.0559713,1.76024e-05,1.75267e-05
293.15,0.0555126,1.76074e-05,1.75322e-05
293.15,0.0550539,1.76123e-05,1.75378e-05
293.15,0.0545952,1.76173e-05,1.75433e-05
293.15,0.0541365,1.76223e-05,1.75488e-05
293.15,0.0536777,1.76273e-05,1.75544e-05
293.15,0.053219,1.76323e-05,1.75599e-05
293.15,0.0527603,1.76373e-05,1.75655e-05
293.15,0.0523016,1.76423e-05,1.75711e-05
293.15,0.0518429,1.76473e-05,1.75766e-05
293.15,0.0513841,1.76523e-05,1.75822e-05
293.15,0.0509255,1.76573e-05,1.75877e-05
293.15,0.0504667,1.76623e-05,1.75933e-05
293.15,0.050008,1.76673e-05,1.75989e-05
293.15,0.0495493,1.76723e-05,1.76045e-05
293.15,0.0490906,1.76774e-05,1.76101e-05
293.15,0.0486319,1.76824e-05,1.76156e-05
293.15,0.0481732,1.76874e-05,1.76212e-05
293.15,0.0477144,1.76924e-05,1.76268e-05
293.15,0.0472557,1.76975e-05,1.76324e-05
293.15,0.046797,1.77025e-05,1.7638e-05
293.15,0.0463383,1.77075e-05,1.76436e-05
293.15,0.0458796,1.77126e-05,1.76492e-05
293.15,0.0454208,1.77176e-05,1.76549e-05
293.15,0.0449622,1.77226e-05,1.76605e-05
293.15,0.0445034,1.77277e-05,1.76661e-05
293.15,0.0440447,1.77327e-05,1.76717e-05
293.15,0.043586,1.77378e-05,1.76773e-05
293.15,0.0431273,1.77428e-05,1.7683e-05
293.15,0.0426686,1.77479e-05,1.76886e-05
293.15,0.0422098,1.77529e-05,1.76943e-05
293.15,0.0417511,1.7758e-05,1.76999e-05
293.15,0.0412924,1.77631e-05,1.77055e-05
293.15,0.0408337,1.77681e-05,1.77112e-05
293.15,0.040375,1.77732e-05,1.77168e-05
293.15,0.0399163,1.77783e-05,1.77225e-05
293.15,0.0394575,1.77833e-05,1.77282e-05
293.15,0.0391144,1.77871e-05,1.77324e-05
293.15,0.038829,1.77903e-05,1.77359e-05
293.15,0.0385436,1.77934e-05,1.77395e-05
293.15,0.0382582,1.77966e-05,1.7743e-05
293.15,0.0379728,1.77998e-05,1.77465e-05
293.15,0.0376874,1.78029e-05,1.77501e-05
293.15,0.037402,1.78061e-05,1.77536e-05
293.15,0.0371166,1.78093e-05,1.77571e-05
293.15,0.0368312,1.78124e-05,1.77607e-05
293.15,0.0365458,1.78156e-05,1.77642e-05
293.15,0.0362604,1.78188e-05,1.77677e-05
293.15,0.035975,1.78219e-05,1.77713e-05
293.15,0.0356896,1.78251e-05,1.77748e-05
293.15,0.0354042,1.78283e-05,1.77784e-05
293.15,0.0351188,1.78314e-05,1.77819e-05
293.15,0.0348334,1.78346e-05,1.77855e-05
293.15,0.034548,1.78378e-05,1.7789e-05
293.15,0.0342626,1.7841e-05,1.77926e-05
293.15,0.0339772,1.78441e-05,1.77961e-05
293.15,0.0336918,1.78473e-05,1.77997e-05
293.15,0.0334064,1.78505e-05,1.78032e-05
293.15,0.033121,1.78537e-05,1.78068e-05
293.15,0.0328356,1.78569e-05,1.78103e-05
293.15,0.0325502,1.786e-05,1.78139e-05
293.15,0.0322648,1.78632e-05,1.78175e-05
293.15,0.0319794,1.78664e-05,1.7821e-05
293.15,0.031694,1.78696e-05,1.78246e-05
293.15,0.0314086,1.78728e-05,1.78282e-05
293.15,0.0311232,1.7876e-05,1.78317e-05
293.15,0.0308378,1.78792e-05,1.78353e-05
293.15,0.0305524,1.78823e-05,1.78389e-05
293.15,0.030267,1.78855e-05,1.78424e-05
293.15,0.0299816,1.78887e-05,1.7846e-05
293.15,0.0296962,1.78919e-05,1.78496e-05
293.15,0.0294108,1.78951e-05,1.78532e-05
293.15,0.0291254,1.78983e-05,1.78567e-05
293.15,0.02884,1.79015e-05,1.78603e-05
293.15,0.0285546,1.79047e-05,1.78639e-05
293.15,0.0282692,1.79079e-05,1.78675e-05
293.15,0.0279838,1.79111e-05,1.78711e-05
293.15,0.0276984,1.79143e-05,1.78747e-05
293.15,0.027413,1.79175e-05,1.78782e-05
293.15,0.0271276,1.79207e-05,1.78818e-05
293.15,0.0268422,1.79239e-05,1.78854e-05
293.15,0.0265568,1.79271e-05,1.7889e-05
293.15,0.0262714,1.79303e-05,1.78926e-05
293.15,0.025986,1.79335e-05,1.78962e-05
293.15,0.0257006,1.79367e-05,1.78998e-05
293.15,0.0254152,1.79399e-05,1.79034e-05
293.15,0.0251298,1.79431e-05,1.7907e-05
293.15,0.0248444,1.79464e-05,1.79106e-05
293.15,0.024559,1.79496e-05,1.79142e-05
293.15,0.0242736,1.79528e-05,1.79178e-05
293.15,0.0239883,1.7956e-05,1.79214e-05
293.15,0.0237029,1.79592e-05,1.7925e-05
293.15,0.0234321,1.79623e-05,1.79284e-05
293.15,0.0232791,1.7964e-05,1.79304e-05
293.15,0.023126,1.79657e-05,1.79323e-05
293.15,0.0229729,1.79674e-05,1.79342e-05
293.15,0.0228199,1.79692e-05,1.79362e-05
293.15,0.0226668,1.79709e-05,1.79381e-05
293.15,0.0225137,1.79726e-05,1.79401e-05
293.15,0.0223606,1.79743e-05,1.7942e-05
293.15,0.0222076,1.79761e-05,1.79439e-05
293.15,0.0220545,1.79778e-05,1.79459e-05
293.15,0.0219014,1.79795e-05,1.79478e-05
293.15,0.0217483,1.79813e-05,1.79498e-05
293.15,0.0215953,1.7983e-05,1.79517e-05
293.15,0.0214422,1.79847e-05,1.79536e-05
293.15,0.0212891,1.79864e-05,1.79556e-05
293.15,0.0211361,1.79882e-05,1.79575e-05
293.15,0.020983,1.79899e-05,1.79595e-05
293.15,0.0208299,1.79916e-05,1.79614e-05
293.15,0.0206768,1.79934e-05,1.79634e-05
293.15,0.0205238,1.79951e-05,1.79653e-05
293.15,0.0203707,1.79968e-05,1.79672e-05
293.15,0.0202176,1.79986e-05,1.79692e-05
293.15,0.0200646,1.80003e-05,1.79711e-05
293.15,0.0199115,1.8002e-05,1.79731e-05
293.15,0.0197584,1.80038e-05,1.7975e-05
293.15,0.0196053,1.80055e-05,1.7977e-05
293.15,0.0194523,1.80072e-05,1.79789e-05
293.15,0.0192992,1.8009e-05,1.79809e-05
293.15,0.0191461,1.80107e-05,1.79828e-05
293.15,0.0189931,1.80124e-05,1.79848e-05
293.15,0.01884,1.80142e-05,1.79867e-05
293.15,0.0186869,1.80159e-05,1.79887e-05
293.15,0.0185338,1.80176e-05,1.79906e-05
293.15,0.0183808,1.80194e-05,1.79926e-05
293.15,0.0182277,1.80211e-05,1.79945e-05
293.15,0.0180746,1.80228e-05,1.79965e-05
293.15,0.0179216,1.80246e-05,1.79984e-05
293.15,0.0177685,1.80263e-05,1.80004e-05
293.15,0.0176154,1.8028e-05,1.80023e-05
293.15,0.0174623,1.80298e-05,1.80043e-05
293.15,0.0173093,1.80315e-05,1.80062e-05
293.15,0.0171562,1.80333e-05,1.80082e-05
293.15,0.0170031,1.8035e-05,1.80101e-05
293.15,0.0168501,1.80367e-05,1.80121e-05
293.15,0.016697,1.80385e-05,1.8014e-05
293.15,0.0165439,1.80402e-05,1.8016e-05
293.15,0.0163908,1.80419e-05,1.80179e-05
293.15,0.0162378,1.80437e-05,1.80199e-05
293.15,0.0160847,1.80454e-05,1.80219e-05
293.15,0.0159316,1.80472e-05,1.80238e-05
293.15,0.0157785,1.80489e-05,1.80258e-05
293.15,0.0156255,1.80506e-05,1.80277e-05
293.15,0.0154724,1.80524e-05,1.80297e-05
293.15,0.0153193,1.80541e-05,1.80317e-05
293.15,0.0151663,1.80559e-05,1.80336e-05
293.15,0.0150132,1.80576e-05,1.80356e-05
293.15,0.0149185,1.80587e-05,1.80368e-05
293.15,0.0148707,1.80592e-05,1.80374e-05
293.15,0.0148228,1.80598e-05,1.8038e-05
293.15,0.0147749,1.80603e-05,1.80386e-05
293.15,0.014727,1.80609e-05,1.80392e-05
293.15,0.0146791,1.80614e-05,1.80399e-05
293.15,0.0146312,1.8062e-05,1.80405e-05
293.15,0.0145833,1.80625e-05,1.80411e-05
293.15,0.0145354,1.80631e-05,1.80417e-05
293.15,0.0144875,1.80636e-05,1.80423e-05
293.15,0.0144396,1.80641e-05,1.80429e-05
293.15,0.0143917,1.80647e-05,1.80435e-05
293.15,0.0143438,1.80652e-05,1.80441e-05
293.15,0.014296,1.80658e-05,1.80448e-05
293.15,0.0142481,1.80663e-05,1.80454e-05
293.15,0.0142002,1.80669e-05,1.8046e-05
293.15,0.0141523,1.80674e-05,1.80466e-05
293.15,0.0141044,1.8068e-05,1.80472e-05
293.15,0.0140565,1.80685e-05,1.80478e-05
293.15,0.0140086,1.80691e-05,1.80484e-05
293.15,0.0139607,1.80696e-05,1.80491e-05
293.15,0.0139128,1.80701e-05,1.80497e-05
293.15,0.0138649,1.80707e-05,1.80503e-05
293.15,0.013817,1.80712e-05,1.80509e-05
293.15,0.0137691,1.80718e-05,1.80515e-05
293.15,0.0137213,1.80723e-05,1.80521e-05
293.15,0.0136734,1.80729e-05,1.80527e-05
293.15,0.0136255,1.80734e-05,1.80534e-05
293.15,0.0135776,1.8074e-05,1.8054e-05
293.15,0.0135297,1.80745e-05,1.80546e-05
293.15,0.0134818,1.80751e-05,1.80552e-05
293.15,0.0134339,1.80756e-05,1.80558e-05
293.15,0.013386,1.80762e-05,1.80564e-05
293.15,0.0133381,1.80767e-05,1.80571e-05
293.15,0.0132902,1.80772e-05,1.80577e-05
293.15,0.0132423,1.80778e-05,1.80583e-05
293.15,0.0131945,1.80783e-05,1.80589e-05
293.15,0.0131466,1.80789e-05,1.80595e-05
293.15,0.0130987,1.80794e-05,1.80601e-05
293.15,0.0130508,1.808e-05,1.80607e-05
293.15,0.0130029,1.80805e-05,1.80614e-05
293.15,0.012955,1.80811e-05,1.8062e-05
293.15,0.0129071,1.80816e-05,1.80626e-05
293.15,0.0128592,1.80822e-05,1.80632e-05
293.15,0.0128113,1.80827e-05,1.80638e-05
293.15,0.0127634,1.80833e-05,1.80644e-05
293.15,0.0127155,1.80838e-05,1.8065e-05
293.15,0.0126676,1.80843e-05,1.80657e-05
293.15,0.0126198,1.80849e-05,1.80663e-05
293.15,0.0125719,1.80854e-05,1.80669e-05
293.15,0.012524,1.8086e-05,1.80675e-05
293.15,0.0124761,1.80865e-05,1.80681e-05
293.15,0.0124282,1.80871e-05,1.80687e-05
293.15,0.0123803,1.80876e-05,1.80694e-05
293.15,0.0123324,1.80882e-05,1.807e-05
293.15,0.0122845,1.80887e-05,1.80706e-05
